Episode,Date,Guests (Himself/Herself - Role),References
6x05,2011-09-29,ct38seh0:Tinchy Stryder (Himself);twwcraft:Richard Bacon (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host);wjmqif41:Denise Van Outen (Herself),
6x06,2011-10-06,f2wyxkd0:Antony Cotton (Himself);7rrh7nvw:Caroline Flack (Herself);f1fcqxeb:Olly Murs (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x07,2011-10-13,l1m3kzf7:Nick Pickard (Himself);bc3u96ne:Michelle Collins (Herself);2g215la9:Ricky Norwood (Himself);1g81odb7:Natalie Anderson (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x08,2011-10-20,sxo4017o:Verne Troyer (Himself);yz5igyqe:Peter Andre (Himself);5c44y6fb:Chris Ramsey (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x09,2011-10-27,79mgclvu:Declan Donnelly (Himself);iwahvzcu:Anthony McPartlin (Himself);2wlzp3mz:Professor Green (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x10,2011-11-03,hct2usf8:Claire Richards (Herself);n6jxkaze:Aston Merrygold (Himself);mut2g905:Oritsé Williams (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host);aequ5kqv:Jordan 'Rizzle' Stephens (Himself);79aya9ic:Harley 'Sylvester' Alexander-Sule (Himself),
6x11,2011-11-10,glts2is1:Shaun Ryder (Himself);yyfb5r5p:Gino D'Acampo (Himself);1rtqz52s:Russell Kane (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x12,2011-12-22,ss7hmg2h:Michelle Keegan (Herself);u8ht0tm2:Amy Childs (Herself);rasf33l1:Paddy McGuinness (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
7x01,2012-02-09,y4p8gl23:Chris Fountain (Himself);n8fubkkv:Christine Bleakley (Herself);q9joho5h:Phillip Schofield (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
7x02,2012-02-16,8a36366i:Matt Cardle (Himself);k05lzyn6:Adam Deacon (Himself);rtmeig4x:Charlie Brooks (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
7x03,2012-02-23,4lv1v3uk:Danny Dyer (Himself);iz7ve7yp:Tess Daly (Herself);vtvzsy8a:Jake Humphrey (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);hte51vd7:Emma Bunton (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
7x04,2012-03-01,br5uto4r:David Hasselhoff (Himself);wyv2lc7u:Andrew Flintoff (Himself);exvran66:Dougie Poynter (Himself);j8a8nkti:Harry Judd (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
7x05,2012-03-08,ql0qatbt:Jason Donovan (Himself);rhnnr6an:Robbie Savage (Himself);yyfb5r5p:Gino D'Acampo (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
7x06,2012-03-15,pkjd0gi6:Alexandra Burke (Herself);afnocqlh:Gemma Collins (Herself);79obsaor:Melanie Brown (Herself);bdcj79hn:Jorgie Porter (Herself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
7x07,2012-03-22,fphqi7vb:Rita Simons (Herself);2gidacwr:John Partridge (Himself);vdltavkv:Catherine Tyldesley (Herself);vukan7kq:Jack P. Shepherd (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
