Episode,Date,Guests (Himself/Herself - Role),References
26x13,2012-12-22,btwebrs5:Russell Tovey (Himself);zjak78t9:Joey Page (Himself);k4ynw4wa:Bob Mortimer (Himself - Host);h7ds3o8a:DJ Fresh (Himself);varfhn88:Melanie Chisholm (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);,
27x01,2013-09-23,mkuo9ika:James Acaster (Himself);23n5qik6:Dave Myers (Himself);qh6rpjm0:Aluna Francis (Herself);4ek9ey8x:Felix Buxton (Himself);vzxi0b57:John Hannah (Himself - Host);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);,
27x02,2013-09-30,bik5fnyr:Isy Suttie (Herself);3l1qtw2v:Stacey Solomon (Herself);9ogitb6c:Lethal Bizzle (Himself);hod0czb0:Conor Maynard (Himself);tq4rhgl6:Russell Howard (Himself - Host);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);,
27x03,2013-10-07,03mha2zh:Tony Law (Himself);tqjbirxg:Charles Cave (Himself);6towfby3:Ana Matronic (Herself);f4smemcx:Jason Gardiner (Himself);yz5igyqe:Peter Andre (Himself - Host);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);,
27x04,2013-10-14,ac30skvr:Matt Richardson (Himself);vtvzsy8a:Jake Humphrey (Himself);gr8bs4dv:Iggy Azalea (Herself);phtd0a0j:Eliza Doolittle (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);vvpc2276:Sara Cox (Herself - Host);,
27x05,2013-10-21,5w2hdpe0:James Arthur (Himself);qzdunwq0:David O'Doherty (Himself);f2hrpp6p:Rylan Clark (Himself);plcijfz9:Alice Levine (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);absmvkb2:Kristen Schaal (Herself - Host);,
27x06,2013-10-28,b6vcdyqj:Greg McHugh (Himself);glts2is1:Shaun Ryder (Himself);0j645rx3:Jaymi Hensley (Himself);oxyl45br:Sarah Millican (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);29crsgwm:Eamonn Holmes (Himself - Host);,
27x07,2013-11-04,79aya9ic:Harley 'Sylvester' Alexander-Sule (Himself - Host);aequ5kqv:Jordan 'Rizzle' Stephens (Himself - Host);z062z684:Lissie (Herself);o2iakgfe:Paul Foot (Himself);feclvbwc:Huey Morgan (Himself);fl30no6f:Laura Whitmore (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);,
27x08,2013-11-11,zms43dd4:Diana Vickers (Herself);du20ea69:Seann Walsh (Himself);pfojo49h:Shane Filan (Himself);6vpb1owi:Carol Vorderman (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);ynebho4z:Michael Bolton (Himself - Host);,
27x09,2013-11-18,na8hpky3:Kriss Akabusi (Himself);i5xgiz29:Katy B (Herself);8osc35ur:Alex Brooker (Himself);d7rpzizs:Johnny Borrell (Himself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);djszfogi:Jack Whitehall (Himself - Host);,
27x10,2013-11-25,5c44y6fb:Chris Ramsey (Himself);pj3af5yq:Emma Willis (Herself);wddjqzq5:Alfie Boe (Himself);vlfyldjs:Tom Fletcher (Himself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);tf7vbgni:Warwick Davis (Himself - Host);,
27x11,2013-12-02,c26v5h9k:Katherine Ryan (Herself);a3ehe76f:Foxes (Herself);n6jxkaze:Aston Merrygold (Himself);w5ob72bb:Jamie Cullum (Himself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);s2m8p4kr:Dizzee Rascal (Himself - Host);,
28x01,2014-09-29,45nd42d5:Roisin Conaty (Herself);85s5vl18:Matthew Healy (Himself);2wlzp3mz:Professor Green (Himself);om2iuo4o:Gabby Logan (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x02,2014-10-06,du20ea69:Seann Walsh (Himself);jrjh3583:Harry Koisser (Himself);pbol426x:Ella Eyre (Herself);3l1qtw2v:Stacey Solomon (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x03,2014-10-13,8osc35ur:Alex Brooker (Himself);nuujqcqj:Amelia Lily (Herself);3gq46faw:John Cooper Clarke (Himself);lyr97zzu:Sara Pascoe (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x04,2014-10-20,mkuo9ika:James Acaster (Himself);6jwq1uil:Nicole Scherzinger (Herself);5sexl1cn:Har Mar Superstar (Himself);4omd31xd:Kerry Godliman (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x05,2014-11-03,o2iakgfe:Paul Foot (Himself);2nq55729:Fuse ODG (Himself);4yiu7666:Adam Ant (Himself);vvpc2276:Sara Cox (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x06,2014-11-10,rwxhc32a:Joe Lycett (Himself);6towfby3:Ana Matronic (Herself);81hmznev:Lisa Stansfield (Herself);4lzawlf5:Aisling Bea (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x07,2014-11-17,4n9puxbc:Gemma Cairney (Herself);9glurh4i:Michael Ball (Himself);9ogitb6c:Lethal Bizzle (Himself);oxyl45br:Sarah Millican (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x08,2014-11-24,um7e5i1i:Loyd Grossman (Himself);8dpf1qtv:Paloma Faith (Herself);f0g6e0j2:Charlie Simpson (Himself);c26v5h9k:Katherine Ryan (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x09,2014-12-01,jpegtqkd:Phil Daniels (Himself);xs6h7wod:Charli XCX (Herself);zu7c56yh:Grace Chatto (Herself);vj7g8edl:Rob Beckett (Himself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x10,2014-12-08,e55s64zb:Kym Marsh (Herself);i07jy7q1:Van McCann (Himself);h21pt9wd:Charley Bagnall (Himself);m3shyx7u:Jake Roche (Himself);9k3xrhyo:Romesh Ranganathan (Himself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x11,2014-12-15,0qb7ja28:Bobby Mair (Himself);cpj4ppge:Steve Aoki (Himself);tkk2ejmq:Rumer (Herself);4r04kudi:Yasmine Akram (Herself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);,
28x12,2014-12-22,q7cgm9h1:Melissa Steel (Herself);mbn8u12z:Louis Walsh (Himself);cr7ce9yy:Lloyd Langford (Himself);ezum7f40:Noel Fielding (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);w4g8xnp5:Rhod Gilbert (Himself - Host);cr1psboa:Glen Matlock (Himself);,
