Episode,Date,Guests (Himself/Herself - Role),References
28x02,2004-10-22,1f8l0y46:Andrew Marr (Himself - Guest Host);3qd06beg:Shobna Gulati (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);wtzft1x0:Ross Noble (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
28x03,2004-10-29,gtrv8kw5:Robin Cook (Himself - Guest Host);5w8xsp8c:P. J. O'Rourke (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vrx437un:Dr Phil Hammond (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
28x04,2004-11-05,3jb5zeaq:Jane Leeves (Herself - Guest Host);qbcts4ju:Daisy Sampson (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);9e3q4p9k:Mark Steel (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
28x05,2004-11-12,26tvdby6:Des Lynam (Himself - Guest Host);30np5w57:Kaye Adams (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);yipahedd:Sean Lock (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
28x06,2004-11-26,funl9xzs:Marcus Brigstocke (Himself - Guest Host);u8taz6ci:Michael Buerk (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);9pdijsvk:Tony Livesey (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
28x07,2004-12-03,pfdwt6fw:Neil Kinnock (Himself - Guest Host);j0l9nspu:Will Self (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);rq34yrxp:Linda Smith (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
28x08,2004-12-10,f00lobif:Kirsty Young (Herself - Guest Host);0h7ukb0v:Julian Fellowes (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);u1lcnihj:Ian McMillan (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
29x01,2005-04-15,uqomb8vb:Jeremy Clarkson (Himself - Guest Host);bk2xi19y:Germaine Greer (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);8b83ajav:Danny Baker (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
29x02,2005-04-22,iysm1k9t:Alexander Armstrong (Himself - Guest Host);ciotpq86:Michael Winner (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);5eveb8p1:Jo Caulfield (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
29x03,2005-04-29,pizp4tjl:Nicholas Parsons (Himself - Guest Host);ulgkac33:Julia Hartley-Brewer (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);ez4jpezy:Chris Langham (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
29x05,2005-05-13,x9y0q5f5:Dara O'Briain (Himself - Guest Host);tz7to4m0:Stephen Frost (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);06me90au:Stephen Pound (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
29x06,2005-05-20,funl9xzs:Marcus Brigstocke (Himself - Guest Host);pemxi29l:Robert Llewellyn (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);qbcts4ju:Daisy Sampson (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
29x07,2005-05-27,boien532:William Hague (Himself - Guest Host);qnytelqi:Mark Mardell (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);7lm338ce:Peter Serafinowicz (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
29x08,2005-06-03,26tvdby6:Des Lynam (Himself - Guest Host);m2nw4eae:David Mitchell (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);epq0mq87:Evan Davis (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x01,2005-10-14,goz3ofbt:Jack Dee (Himself - Guest Host);9pdijsvk:Tony Livesey (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);acajgupg:Claudia Winkleman (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x02,2005-10-21,4t1s9l32:Michael Aspel (Himself - Guest Host);j0l9nspu:Will Self (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);l2c0axys:Bill Bailey (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x03,2005-10-28,ez4jpezy:Chris Langham (Himself - Guest Host);wtzft1x0:Ross Noble (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);mxlee101:Alan Duncan (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x04,2005-11-04,uqomb8vb:Jeremy Clarkson (Himself - Guest Host);4mzh48iq:Andy Hamilton (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);9e3q4p9k:Mark Steel (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x05,2005-11-11,iysm1k9t:Alexander Armstrong (Himself - Guest Host);u1lcnihj:Ian McMillan (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);m2nsmyzo:Fi Glover (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x06,2005-11-25,uheebfyu:Boris Johnson (Himself - Guest Host);vrx437un:Dr Phil Hammond (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vvpc2276:Sara Cox (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x07,2005-12-02,z4vzz0nd:Anna Ford (Herself - Guest Host);m2nw4eae:David Mitchell (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);tjvc7r70:Bob Marshall-Andrews (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x08,2005-12-09,e6wb7i8j:Lorraine Kelly (Herself - Guest Host);whm3kdox:Robert Webb (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);y970m4cm:Nick Robinson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
30x09,2005-12-16,xmszql4z:Joan Collins (Herself - Guest Host);ciotpq86:Michael Winner (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);7lm338ce:Peter Serafinowicz (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
31x01,2006-04-21,1czc9u31:Trevor McDonald (Himself - Guest Host);n80zlxdw:Lembit Öpik (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);funl9xzs:Marcus Brigstocke (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
31x02,2006-04-28,yipahedd:Sean Lock (Himself - Guest Host);vdg296jw:Shami Chakrabarti (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);2986rx9a:Peter Capaldi (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
31x03,2006-05-05,2a1h4fcb:Julian Clary (Himself - Guest Host);5fu25cza:Quentin Letts (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ea7kakgp:Alun Cochrane (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
31x04,2006-05-12,u8taz6ci:Michael Buerk (Himself - Guest Host);m2nw4eae:David Mitchell (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);x0rfoz5i:Diane Abbott (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
31x05,2006-05-19,iysm1k9t:Alexander Armstrong (Himself - Guest Host);zkbg1ia3:Fern Britton (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);4mzh48iq:Andy Hamilton (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
31x06,2006-05-26,6vpb1owi:Carol Vorderman (Herself - Guest Host);7tgfhtp7:Richard E. Grant (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vrx437un:Dr Phil Hammond (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
31x07,2006-06-02,uqomb8vb:Jeremy Clarkson (Himself - Guest Host);ulgkac33:Julia Hartley-Brewer (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);9e3q4p9k:Mark Steel (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
31x08,2006-06-09,goz3ofbt:Jack Dee (Himself - Guest Host);8k06jq62:John O'Farrell (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);xyq08s93:Liza Tarbuck (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
32x01,2006-10-13,cwpz71ji:Gordon Ramsay (Himself - Guest Host);7lm338ce:Peter Serafinowicz (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);v7rqfjjw:Andrew Neil (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
32x02,2006-10-20,5b5you5n:Alistair McGowan (Himself - Guest Host);mxlee101:Alan Duncan (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);zkbg1ia3:Fern Britton (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
32x03,2006-10-27,3cmiu17l:Jeremy Bowen (Himself - Guest Host);ugexc8pw:June Sarpong (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);bbjlysaj:Fred MacAulay (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
32x04,2006-11-03,iysm1k9t:Alexander Armstrong (Himself - Guest Host);a7y0buzm:Charlie Brooker (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);wtzft1x0:Ross Noble (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
32x05,2006-11-10,3nbhzket:Damian Lewis (Himself - Guest Host);uuvdl6kj:Dom Joly (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);02265fdx:Neil Mullarkey (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
32x06,2006-11-24,1q20caz8:Ronni Ancona (Herself - Guest Host);0724mpe9:Stewart Lee (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);4mzh48iq:Andy Hamilton (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
32x07,2006-12-01,rvp7dlu1:Ann Widdecombe (Herself - Guest Host);pgoexum5:Lucy Porter (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);8b83ajav:Danny Baker (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
32x08,2006-12-08,9hgf4amz:Rob Brydon (Himself - Guest Host);acajgupg:Claudia Winkleman (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);m9jas0rx:Frankie Boyle (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
33x01,2007-04-13,uqomb8vb:Jeremy Clarkson (Himself - Guest Host);l2q1tl1a:Michael McIntyre (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);r9njiv0i:Krishnan Guru-Murthy (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
33x02,2007-04-20,xz16da4q:Adrian Chiles (Himself - Guest Host);se3yyz3d:Daisy McAndrew (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);9e3q4p9k:Mark Steel (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
33x03,2007-04-27,zkbg1ia3:Fern Britton (Herself - Guest Host);uk8mmmbl:Reginald D. Hunter (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);t7su0owb:Adam Boulton (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
33x04,2007-05-04,l2c0axys:Bill Bailey (Himself - Guest Host);vj70vg71:Adam Buxton (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);lg4f4z19:Armando Iannucci (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
33x05,2007-05-11,f00lobif:Kirsty Young (Herself - Guest Host);vrx437un:Dr Phil Hammond (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);tjvc7r70:Bob Marshall-Andrews (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
33x06,2007-05-18,pgr1jqw5:Chris Tarrant (Himself - Guest Host);n80zlxdw:Lembit Öpik (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);4mzh48iq:Andy Hamilton (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
33x07,2007-05-25,iysm1k9t:Alexander Armstrong (Himself - Guest Host);lqfy5kwx:James May (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);y970m4cm:Nick Robinson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
33x08,2007-06-02,g9cg0zf1:Moira Stuart (Herself - Guest Host);funl9xzs:Marcus Brigstocke (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);j2lju9zf:Jim Jeffries (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x01,2007-10-12,f00lobif:Kirsty Young (Herself - Guest Host);fm8ck9tq:Robert Harris (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);wtzft1x0:Ross Noble (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x02,2007-10-19,iysm1k9t:Alexander Armstrong (Himself - Guest Host);lqu3n4lu:Ed Byrne (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);tjvc7r70:Bob Marshall-Andrews (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x03,2007-10-26,q6xkq8v3:Omid Djalili (Himself - Guest Host);0h7ukb0v:Julian Fellowes (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);8b83ajav:Danny Baker (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x04,2007-11-02,b93y6vnu:Jo Brand (Herself - Guest Host);ulgkac33:Julia Hartley-Brewer (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);4mzh48iq:Andy Hamilton (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x05,2007-11-09,4t1s9l32:Michael Aspel (Himself - Guest Host);uk8mmmbl:Reginald D. Hunter (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vvpc2276:Sara Cox (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x06,2007-11-23,rvp7dlu1:Ann Widdecombe (Herself - Guest Host);tiewbgqw:Jimmy Carr (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);6xn2qy4f:Alex James (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x07,2007-11-30,i4apt8jq:Clive Anderson (Himself - Guest Host);j0l9nspu:Will Self (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);y9qap6t1:Chris Addison (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x08,2007-12-07,goz3ofbt:Jack Dee (Himself - Guest Host);lyhqj9gj:Russell Brand (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);a7y0buzm:Charlie Brooker (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
34x09,2007-12-14,yeh4puca:Richard Madeley (Himself - Guest Host);6egq5ot8:Stephen K. Amos (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);adwy1gkx:Lauren Laverne (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
35x01,2008-04-18,goz3ofbt:Jack Dee (Himself - Guest Host);tjvc7r70:Bob Marshall-Andrews (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);7lm338ce:Peter Serafinowicz (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
35x02,2008-04-25,2a1h4fcb:Julian Clary (Himself - Guest Host);lqu3n4lu:Ed Byrne (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);v7rqfjjw:Andrew Neil (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
35x03,2008-05-02,rsd93cn6:Brian Blessed (Himself - Guest Host);mxlee101:Alan Duncan (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);funl9xzs:Marcus Brigstocke (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
35x04,2008-05-09,l2c0axys:Bill Bailey (Himself - Guest Host);y970m4cm:Nick Robinson (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);uk8mmmbl:Reginald D. Hunter (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
35x05,2008-05-16,f00lobif:Kirsty Young (Herself - Guest Host);eylau49t:Charlie Higson (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);m9jas0rx:Frankie Boyle (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
35x06,2008-05-23,3xla1274:Lee Mack (Himself - Guest Host);vdg296jw:Shami Chakrabarti (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);8k06jq62:John O'Farrell (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
35x07,2008-05-30,iysm1k9t:Alexander Armstrong (Himself - Guest Host);sas88cch:Clare Balding (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);l2q1tl1a:Michael McIntyre (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
35x08,2008-06-06,uqomb8vb:Jeremy Clarkson (Himself - Guest Host);2wabbiew:Kate Silverton (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);u1lcnihj:Ian McMillan (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
36x01,2008-10-17,zkbg1ia3:Fern Britton (Herself - Guest Host);1470aobh:Tom Bradby (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);9e3q4p9k:Mark Steel (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
36x02,2008-10-24,iysm1k9t:Alexander Armstrong (Himself - Guest Host);8bduf8ih:Frank Skinner (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);fwdtgujt:Kevin Maguire (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
36x03,2008-10-31,mv7hs8xc:Tom Baker (Himself - Guest Host);46tk56ec:Vince Cable (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);y9qap6t1:Chris Addison (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
36x04,2008-11-07,b93y6vnu:Jo Brand (Herself - Guest Host);ioy8z1r2:Toby Young (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);uk8mmmbl:Reginald D. Hunter (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
36x05,2008-11-21,goz3ofbt:Jack Dee (Himself - Guest Host);roo1tkll:Miranda Hart (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);5fu25cza:Quentin Letts (Himself);8bduf8ih:Frank Skinner (Himself - Guest Team Captain);,
36x06,2008-11-28,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);1hol02h9:Al Murray (Himself - Guest Host);bk2xi19y:Germaine Greer (Herself);kb3a51qs:Mark Watson (Himself);,
36x07,2008-12-05,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);m2nw4eae:David Mitchell (Himself - Guest Host);oxyl45br:Sarah Millican (Herself);4mzh48iq:Andy Hamilton (Himself);,
36x08,2008-12-12,5st7imgh:Jerry Springer (Himself - Guest Host);hh3bsso3:Ken Livingstone (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ikv6fsuk:Katy Brand (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
36x09,2008-12-19,uqomb8vb:Jeremy Clarkson (Himself - Guest Host);lqu3n4lu:Ed Byrne (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);8zqe3f8c:Charles Kennedy (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
37x01,2009-04-24,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);8bduf8ih:Frank Skinner (Himself - Guest Host);mxlee101:Alan Duncan (Himself);ikv6fsuk:Katy Brand (Herself);,
37x02,2009-05-01,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);3nbhzket:Damian Lewis (Himself - Guest Host);y9qap6t1:Chris Addison (Himself);h6wdx3nf:Janet Street-Porter (Herself);,
37x03,2009-05-08,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);goz3ofbt:Jack Dee (Himself - Guest Host);sas88cch:Clare Balding (Herself);bbjlysaj:Fred MacAulay (Himself);,
37x04,2009-05-15,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);934aie7f:Rolf Harris (Himself - Guest Host);4mzh48iq:Andy Hamilton (Himself);ulgkac33:Julia Hartley-Brewer (Herself);,
37x05,2009-05-22,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);iysm1k9t:Alexander Armstrong (Himself - Guest Host);uk8mmmbl:Reginald D. Hunter (Himself);p4xiya08:Stuart Maconie (Himself);,
37x06,2009-05-29,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);m2nw4eae:David Mitchell (Himself - Guest Host);luynjnx4:Andrew Maxwell (Himself);ejy4jt39:Richard Coles (Himself);,
37x07,2009-06-05,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);t6m377l9:Ruth Jones (Herself - Guest Host);i4apt8jq:Clive Anderson (Himself);5eveb8p1:Jo Caulfield (Herself);,
37x08,2009-06-12,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);3xla1274:Lee Mack (Himself - Guest Host);d9v5vbkt:Shappi Khorsandi (Herself);y8jeuq2u:Hugh Fearnley-Whittingstall (Himself);,
38x01,2009-10-16,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);92eoqkw9:Martin Clunes (Himself - Guest Host);a7y0buzm:Charlie Brooker (Himself);dodje5z8:Arlene Phillips (Herself);,
38x02,2009-10-23,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);m2nw4eae:David Mitchell (Himself - Guest Host);7lf1rd3h:Grayson Perry (Himself);lqu3n4lu:Ed Byrne (Himself);,
38x03,2009-10-30,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);roo1tkll:Miranda Hart (Herself - Guest Host);9e3q4p9k:Mark Steel (Himself);v7rqfjjw:Andrew Neil (Himself);,
38x04,2009-11-06,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);f00lobif:Kirsty Young (Herself - Guest Host);wtzft1x0:Ross Noble (Himself);fwdtgujt:Kevin Maguire (Himself);,
38x05,2009-11-13,tub6hiln:Ian Hislop (Himself - Team Captain);3dai14ts:Paul Merton (Himself - Team Captain);goz3ofbt:Jack Dee (Himself - Guest Host);funl9xzs:Marcus Brigstocke (Himself);z4b6o3bs:Rebecca Front (Herself);,
38x06,2009-11-27,tub6hiln:Ian Hislop (Himself - Team Captain);3dai14ts:Paul Merton (Himself - Team Captain);iysm1k9t:Alexander Armstrong (Himself - Guest Host);tiewbgqw:Jimmy Carr (Himself);uugvdtpi:Bob Crow (Himself);,
38x07,2009-12-04,tub6hiln:Ian Hislop (Himself - Team Captain);3dai14ts:Paul Merton (Himself - Team Captain);b93y6vnu:Jo Brand (Herself - Guest Host);5fu25cza:Quentin Letts (Himself);k6egqudh:Jon Richardson (Himself);,
38x08,2009-12-11,tub6hiln:Ian Hislop (Himself - Team Captain);3dai14ts:Paul Merton (Himself - Team Captain);uln4lj82:Dominic West (Himself - Guest Host);lqfy5kwx:James May (Himself);uk8mmmbl:Reginald D. Hunter (Himself);,
38x09,2009-12-18,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);l2c0axys:Bill Bailey (Himself - Guest Host);kb3a51qs:Mark Watson (Himself);8zqe3f8c:Charles Kennedy (Himself);,
39x01,2010-04-01,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);3xla1274:Lee Mack (Himself - Guest Host);h6o9xvx5:Kevin Bridges (Himself);oyesh1hw:Nigel Farage (Himself);,
39x02,2010-04-08,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);iysm1k9t:Alexander Armstrong (Himself - Guest Host);35eciypt:Richard Herring (Himself);x5unmeqr:Victoria Coren (Herself);,
39x03,2010-04-15,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);whm3kdox:Robert Webb (Himself - Guest Host);maf05o2g:David Threlfall (Himself);funl9xzs:Marcus Brigstocke (Himself);,
39x04,2010-04-22,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);uqomb8vb:Jeremy Clarkson (Himself - Guest Host);4mzh48iq:Andy Hamilton (Himself);sas88cch:Clare Balding (Herself);,
39x06,2010-05-13,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);92eoqkw9:Martin Clunes (Himself - Guest Host);y9qap6t1:Chris Addison (Himself);ulgkac33:Julia Hartley-Brewer (Herself);,
39x07,2010-05-20,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);29crsgwm:Eamonn Holmes (Himself - Guest Host);lg4f4z19:Armando Iannucci (Himself);6gove8tp:Robert Peston (Himself);,
39x08,2010-05-27,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);m5y1jvbd:Bruce Forsyth (Himself - Guest Host);wtzft1x0:Ross Noble (Himself);2a3o81nn:Laura Solon (Herself);,
39x09,2010-06-03,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);zgmet3jf:John Prescott (Himself - Guest Host);j9nk18ol:John Bishop (Himself);4erpgze9:Penny Smith (Herself);,
40x01,2010-10-14,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);rt9k0clh:Benedict Cumberbatch (Himself - Guest Host);x5unmeqr:Victoria Coren (Herself);k6egqudh:Jon Richardson (Himself);,
40x02,2010-10-21,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);8bduf8ih:Frank Skinner (Himself - Guest Host);uk8mmmbl:Reginald D. Hunter (Himself);h6wdx3nf:Janet Street-Porter (Herself);,
40x03,2010-10-28,j9nk18ol:John Bishop (Himself - Guest Host);tub6hiln:Ian Hislop (Himself - Team Captain);3dai14ts:Paul Merton (Himself - Team Captain);4mzh48iq:Andy Hamilton (Himself);lcx9zc14:Miles Jupp (Himself);,
40x04,2010-11-04,3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);y9qap6t1:Chris Addison (Himself - Guest Host);jn4owd3v:James Blunt (Himself);y970m4cm:Nick Robinson (Himself);,
40x05,2010-11-11,b93y6vnu:Jo Brand (Herself - Guest Host);3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);g8ojadzt:Sally Bercow (Herself);eylau49t:Charlie Higson (Himself);,
40x06,2010-11-18,3nbhzket:Damian Lewis (Himself - Guest Host);tub6hiln:Ian Hislop (Himself - Team Captain);3dai14ts:Paul Merton (Himself - Team Captain);i4apt8jq:Clive Anderson (Himself);h6o9xvx5:Kevin Bridges (Himself);,
40x07,2010-11-25,92eoqkw9:Martin Clunes (Himself - Guest Host);3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);7lf1rd3h:Grayson Perry (Himself);tiewbgqw:Jimmy Carr (Himself);,
40x08,2010-12-02,3xla1274:Lee Mack (Himself - Guest Host);3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);hh3bsso3:Ken Livingstone (Himself);oxyl45br:Sarah Millican (Herself);,
40x09,2010-12-09,roo1tkll:Miranda Hart (Herself - Guest Host);3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);hajxdyo5:Greg Davies (Himself);funl9xzs:Marcus Brigstocke (Himself);,
40x10,2010-12-17,iysm1k9t:Alexander Armstrong (Himself - Guest Host);wtzft1x0:Ross Noble (Himself);66ftg5eh:Micky Flanagan (Himself);3dai14ts:Paul Merton (Himself - Team Captain);tub6hiln:Ian Hislop (Himself - Team Captain);,
